ID,BEiT Class,Archetype,Lat,Lon,PGA μ(g),PGA σ(g),P(None),P(DS1) μ,P(DS1) σ,P(DS2) μ,P(DS2) σ,P(DS3) μ,P(DS3) σ,P(DS4) μ,P(DS4) σ,Mean DS,Loss Ratio
598,RCC_H1 flat roof,CR_LFINF_DUL_H1,27.96117,86.76382,0.0955,0.0746,0.982,0.015,0.056,0.002,0.012,0.0,0.005,0.0,0.006,None,0.002
599,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.18617,85.71382,0.0924,0.0644,0.988,0.011,0.043,0.001,0.007,0.0,0.002,0.0,0.002,None,0.001
600,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.33617,84.66382,0.0974,0.0694,0.985,0.014,0.047,0.001,0.007,0.0,0.002,0.0,0.002,None,0.001
601,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.31117,82.86382,0.0945,0.0719,0.984,0.014,0.055,0.001,0.009,0.0,0.003,0.0,0.002,None,0.001
602,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.16117,82.63882,0.1028,0.0804,0.978,0.019,0.066,0.002,0.015,0.001,0.005,0.001,0.006,None,0.002
603,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.71117,84.13882,0.0946,0.0675,0.985,0.013,0.052,0.001,0.007,0.0,0.002,0.0,0.001,None,0.001
604,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.71117,83.76382,0.1051,0.0867,0.975,0.02,0.066,0.003,0.017,0.001,0.007,0.001,0.011,None,0.003
605,RCC_H1 flat roof,CR_LFINF_DUL_H1,27.58617,87.06382,0.0984,0.0694,0.984,0.014,0.051,0.001,0.008,0.0,0.002,0.0,0.002,None,0.001
606,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.38617,82.86382,0.0994,0.0791,0.979,0.018,0.067,0.002,0.014,0.001,0.005,0.001,0.005,None,0.002
607,RCC_H1 flat roof,CR_LFINF_DUL_H1,27.81117,86.83882,0.0988,0.0725,0.982,0.016,0.059,0.002,0.01,0.0,0.003,0.0,0.003,None,0.002
608,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.86117,80.83882,0.1026,0.09,0.973,0.022,0.074,0.003,0.016,0.001,0.007,0.001,0.013,None,0.003
609,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.01117,83.08882,0.0922,0.0634,0.988,0.011,0.042,0.001,0.004,0.0,0.001,0.0,0.001,None,0.001
610,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.08617,83.38882,0.093,0.0726,0.985,0.013,0.047,0.001,0.012,0.0,0.006,0.001,0.01,None,0.002
611,Timber,W_WWD_LWAL_DNO_H1,28.48617,81.43882,0.0967,0.0749,0.933,0.061,0.112,0.004,0.018,0.001,0.008,0.001,0.012,None,0.005
612,Timber,W_WWD_LWAL_DNO_H1,30.36117,81.51382,0.0987,0.074,0.926,0.067,0.123,0.005,0.019,0.001,0.006,0.001,0.004,None,0.006
613,Timber,W_WWD_LWAL_DNO_H1,29.23617,84.06382,0.0984,0.0877,0.929,0.062,0.115,0.006,0.027,0.002,0.012,0.002,0.016,None,0.007
614,Timber,W_WWD_LWAL_DNO_H1,29.16117,82.78882,0.1015,0.0778,0.919,0.073,0.128,0.006,0.021,0.001,0.006,0.001,0.005,None,0.006
615,Timber,W_WWD_LWAL_DNO_H1,28.41117,84.21382,0.1005,0.0743,0.923,0.07,0.12,0.005,0.019,0.001,0.006,0.001,0.005,None,0.006
616,Timber,W_WWD_LWAL_DNO_H1,28.86117,80.76382,0.0981,0.0798,0.927,0.065,0.121,0.006,0.024,0.001,0.008,0.001,0.007,None,0.006
617,Timber,W_WWD_LWAL_DNO_H1,28.78617,83.91382,0.0994,0.0756,0.924,0.069,0.121,0.005,0.02,0.001,0.006,0.001,0.006,None,0.006
618,Timber,W_WWD_LWAL_DNO_H1,29.16117,83.31382,0.0968,0.0681,0.929,0.065,0.118,0.004,0.014,0.001,0.003,0.0,0.003,None,0.005
619,Timber,W_WWD_LWAL_DNO_H1,29.76117,81.58882,0.1018,0.0784,0.919,0.073,0.125,0.006,0.022,0.001,0.007,0.001,0.006,None,0.006
620,Timber,W_WWD_LWAL_DNO_H1,27.73617,82.71382,0.1008,0.0773,0.922,0.071,0.122,0.005,0.021,0.001,0.006,0.001,0.005,None,0.006
621,Timber,W_WWD_LWAL_DNO_H1,28.86117,80.98882,0.0958,0.0711,0.928,0.066,0.117,0.004,0.016,0.001,0.005,0.0,0.004,None,0.005
622,Timber,W_WWD_LWAL_DNO_H1,30.21117,81.96382,0.1056,0.0855,0.915,0.075,0.129,0.007,0.027,0.002,0.009,0.001,0.009,None,0.007
623,Timber,W_WWD_LWAL_DNO_H1,28.41117,85.11382,0.1003,0.0772,0.921,0.071,0.126,0.006,0.02,0.001,0.006,0.001,0.005,None,0.006
624,Timber,W_WWD_LWAL_DNO_H1,29.83617,81.36382,0.0984,0.0706,0.926,0.068,0.118,0.004,0.016,0.001,0.004,0.0,0.003,None,0.005
625,Timber,W_WWD_LWAL_DNO_H1,28.93617,83.76382,0.0998,0.0752,0.922,0.071,0.129,0.005,0.018,0.001,0.005,0.001,0.003,None,0.006
626,Timber,W_WWD_LWAL_DNO_H1,29.53617,83.01382,0.0981,0.0708,0.926,0.068,0.116,0.004,0.016,0.001,0.005,0.0,0.004,None,0.005
627,Timber,W_WWD_LWAL_DNO_H1,29.91117,81.73882,0.0981,0.0719,0.927,0.067,0.12,0.005,0.017,0.001,0.005,0.001,0.004,None,0.005
628,Timber,W_WWD_LWAL_DNO_H1,27.66117,87.43882,0.1001,0.0727,0.925,0.069,0.12,0.005,0.018,0.001,0.006,0.001,0.005,None,0.006
629,Timber,W_WWD_LWAL_DNO_H1,27.51117,88.03882,0.1015,0.0887,0.918,0.072,0.13,0.007,0.027,0.002,0.01,0.001,0.012,None,0.007
630,Timber,W_WWD_LWAL_DNO_H1,30.13617,81.73882,0.1016,0.0817,0.919,0.073,0.13,0.006,0.022,0.001,0.008,0.001,0.009,None,0.007
631,Timber,W_WWD_LWAL_DNO_H1,28.93617,83.53882,0.0937,0.0702,0.937,0.058,0.105,0.004,0.018,0.001,0.006,0.001,0.008,None,0.005
632,Timber,W_WWD_LWAL_DNO_H1,27.73617,86.53882,0.0902,0.064,0.942,0.054,0.108,0.003,0.013,0.001,0.003,0.0,0.002,None,0.004
633,Timber,W_WWD_LWAL_DNO_H1,29.98617,82.33882,0.0993,0.074,0.925,0.068,0.121,0.005,0.019,0.001,0.005,0.001,0.004,None,0.006
634,Timber,W_WWD_LWAL_DNO_H1,29.46117,81.88882,0.0939,0.0657,0.936,0.06,0.109,0.004,0.014,0.001,0.004,0.0,0.003,None,0.004
635,Timber,W_WWD_LWAL_DNO_H1,27.96117,86.61382,0.0911,0.0738,0.942,0.052,0.102,0.004,0.02,0.001,0.008,0.001,0.012,None,0.005
636,Timber,W_WWD_LWAL_DNO_H1,27.66117,86.91382,0.0988,0.0769,0.928,0.065,0.12,0.005,0.022,0.001,0.007,0.001,0.007,None,0.006
637,RCC_H2 gable roof,CR_LFINF_DUL_H2,29.46117,83.31382,0.1022,0.077,0.937,0.061,0.104,0.001,0.008,0.0,0.002,0.0,0.001,None,0.004
638,RCC_H2 gable roof,CR_LFINF_DUL_H2,29.23617,83.31382,0.0999,0.0774,0.938,0.061,0.108,0.001,0.007,0.0,0.001,0.0,0.001,None,0.003
639,RCC_H2 gable roof,CR_LFINF_DUL_H2,29.08617,83.53882,0.0949,0.0717,0.945,0.054,0.098,0.001,0.006,0.0,0.001,0.0,0.001,None,0.003
640,RCC_H2 gable roof,CR_LFINF_DUL_H2,28.93617,80.68882,0.0963,0.0753,0.94,0.058,0.108,0.001,0.006,0.0,0.001,0.0,0.0,None,0.003
641,RCC_H2 gable roof,CR_LFINF_DUL_H2,29.01117,83.53882,0.0949,0.0717,0.945,0.054,0.098,0.001,0.006,0.0,0.001,0.0,0.001,None,0.003
642,RCC_H2 gable roof,CR_LFINF_DUL_H2,28.78617,81.13882,0.0978,0.0779,0.939,0.059,0.112,0.001,0.006,0.0,0.001,0.0,0.0,None,0.003
643,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.48617,83.98882,0.1023,0.0773,0.979,0.018,0.065,0.002,0.012,0.0,0.004,0.0,0.004,None,0.002
644,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.38617,83.23882,0.0983,0.0791,0.979,0.018,0.062,0.002,0.013,0.001,0.004,0.0,0.005,None,0.002
645,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.08617,83.01382,0.0981,0.0783,0.981,0.016,0.059,0.002,0.014,0.001,0.006,0.001,0.008,None,0.002
646,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.71117,83.31382,0.097,0.0683,0.985,0.014,0.052,0.001,0.008,0.0,0.002,0.0,0.002,None,0.001
647,RCC_H1 flat roof,CR_LFINF_DUL_H1,27.73617,86.91382,0.0954,0.0747,0.984,0.013,0.049,0.001,0.012,0.0,0.006,0.001,0.012,None,0.002
648,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.31117,83.16382,0.1001,0.0772,0.98,0.017,0.061,0.002,0.012,0.0,0.004,0.0,0.004,None,0.002
649,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.93617,80.61382,0.0991,0.0812,0.978,0.018,0.065,0.002,0.013,0.001,0.006,0.001,0.01,None,0.002
650,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.01117,83.91382,0.0988,0.0767,0.981,0.017,0.059,0.002,0.012,0.0,0.005,0.0,0.006,None,0.002
651,RCC_H1 flat roof,CR_LFINF_DUL_H1,30.28617,82.03882,0.1054,0.079,0.976,0.021,0.068,0.002,0.011,0.0,0.003,0.0,0.003,None,0.002
652,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.31117,83.38882,0.0984,0.0716,0.982,0.016,0.052,0.001,0.006,0.0,0.001,0.0,0.001,None,0.001
653,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.86117,80.68882,0.0988,0.0767,0.955,0.044,0.089,0.001,0.007,0.0,0.001,0.0,0.001,None,0.003
654,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.71117,83.46382,0.1053,0.0862,0.947,0.05,0.105,0.002,0.009,0.0,0.002,0.0,0.001,None,0.003
655,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.41117,84.13882,0.1016,0.0839,0.952,0.046,0.094,0.002,0.01,0.0,0.002,0.0,0.002,None,0.003
656,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.16117,83.08882,0.0979,0.0789,0.954,0.044,0.093,0.001,0.007,0.0,0.001,0.0,0.001,None,0.003
657,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.78617,84.13882,0.1005,0.0811,0.953,0.045,0.095,0.001,0.008,0.0,0.002,0.0,0.001,None,0.003
658,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.33617,85.11382,0.096,0.0682,0.961,0.038,0.08,0.001,0.004,0.0,0.001,0.0,0.0,None,0.002
659,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.01117,84.06382,0.0976,0.078,0.956,0.042,0.092,0.001,0.007,0.0,0.002,0.0,0.001,None,0.003
660,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.61117,83.01382,0.0962,0.0729,0.957,0.041,0.086,0.001,0.005,0.0,0.001,0.0,0.0,None,0.002
661,RCC_H3 flat roof,CR_LFINF_DUL_H3,27.73617,86.83882,0.0964,0.0681,0.96,0.039,0.081,0.001,0.004,0.0,0.001,0.0,0.0,None,0.002
662,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.78617,84.36382,0.0992,0.0749,0.956,0.043,0.087,0.001,0.006,0.0,0.001,0.0,0.001,None,0.003
663,MR_H1 flat roof,MUR_LWAL_DNO_H1,28.56117,84.13882,0.1016,0.082,0.964,0.033,0.077,0.003,0.015,0.001,0.005,0.0,0.004,None,0.003
664,MR_H1 flat roof,MUR_LWAL_DNO_H1,29.01117,83.16382,0.0924,0.0665,0.975,0.023,0.06,0.001,0.009,0.0,0.002,0.0,0.002,None,0.002
665,MR_H1 flat roof,MUR_LWAL_DNO_H1,29.23617,83.01382,0.0967,0.0693,0.971,0.027,0.065,0.002,0.009,0.0,0.002,0.0,0.001,None,0.002
666,MR_H1 flat roof,MUR_LWAL_DNO_H1,28.86117,82.86382,0.1017,0.0795,0.965,0.032,0.075,0.003,0.013,0.001,0.005,0.0,0.005,None,0.003
667,MR_H1 flat roof,MUR_LWAL_DNO_H1,28.56117,85.03882,0.1066,0.0771,0.962,0.035,0.077,0.003,0.011,0.0,0.003,0.0,0.002,None,0.003
668,MR_H1 flat roof,MUR_LWAL_DNO_H1,28.78617,83.31382,0.1031,0.0784,0.963,0.034,0.078,0.003,0.011,0.0,0.003,0.0,0.002,None,0.003
669,MR_H1 flat roof,MUR_LWAL_DNO_H1,28.18617,81.88882,0.0994,0.0769,0.967,0.03,0.073,0.002,0.012,0.0,0.004,0.0,0.004,None,0.003
670,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.31117,83.23882,0.0994,0.0769,0.932,0.062,0.104,0.005,0.017,0.001,0.005,0.001,0.005,None,0.005
671,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.16117,84.13882,0.0977,0.0724,0.933,0.061,0.103,0.004,0.015,0.001,0.004,0.0,0.002,None,0.005
672,MR_H2 gable roof,MUR_LWAL_DNO_H2,28.78617,84.21382,0.0975,0.0745,0.933,0.061,0.104,0.004,0.016,0.001,0.004,0.0,0.003,None,0.005
673,MR_H2 gable roof,MUR_LWAL_DNO_H2,27.96117,86.83882,0.0981,0.0733,0.933,0.061,0.101,0.004,0.016,0.001,0.004,0.0,0.003,None,0.005
674,MR_H2 gable roof,MUR_LWAL_DNO_H2,27.73617,87.58882,0.099,0.0722,0.932,0.063,0.103,0.004,0.014,0.001,0.004,0.0,0.002,None,0.005
675,MR_H2 gable roof,MUR_LWAL_DNO_H2,28.93617,83.31382,0.1008,0.0781,0.93,0.063,0.107,0.005,0.019,0.001,0.005,0.001,0.004,None,0.005
676,MR_H2 gable roof,MUR_LWAL_DNO_H2,30.06117,81.96382,0.1022,0.0774,0.927,0.066,0.111,0.005,0.017,0.001,0.004,0.0,0.003,None,0.005
677,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.08617,82.93882,0.0948,0.0626,0.942,0.054,0.09,0.003,0.011,0.001,0.002,0.0,0.001,None,0.004
678,MR_H2 gable roof,MUR_LWAL_DNO_H2,28.78617,80.98882,0.0915,0.0699,0.945,0.051,0.089,0.003,0.016,0.001,0.005,0.0,0.005,None,0.004
679,MR_H2 gable roof,MUR_LWAL_DNO_H2,28.48617,84.73882,0.1007,0.0739,0.93,0.064,0.102,0.004,0.016,0.001,0.004,0.0,0.003,None,0.005
680,MR_H2 gable roof,MUR_LWAL_DNO_H2,27.73617,87.06382,0.1013,0.0759,0.929,0.064,0.107,0.005,0.017,0.001,0.005,0.0,0.003,None,0.005
681,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.23617,83.16382,0.0992,0.0706,0.933,0.062,0.1,0.004,0.014,0.001,0.003,0.0,0.002,None,0.005
682,MR_H2 gable roof,MUR_LWAL_DNO_H2,28.41117,84.06382,0.0978,0.0739,0.934,0.06,0.102,0.004,0.016,0.001,0.004,0.0,0.003,None,0.005
683,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.76117,82.63882,0.0932,0.0729,0.94,0.054,0.097,0.004,0.017,0.001,0.005,0.0,0.003,None,0.004
684,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.08617,83.46382,0.0949,0.0759,0.934,0.061,0.108,0.005,0.015,0.001,0.004,0.0,0.003,None,0.005
685,MR_H2 gable roof,MUR_LWAL_DNO_H2,28.41117,83.98882,0.0932,0.0729,0.94,0.054,0.097,0.004,0.017,0.001,0.005,0.0,0.003,None,0.004
686,MR_H2 gable roof,MUR_LWAL_DNO_H2,28.33617,85.03882,0.0983,0.0801,0.934,0.06,0.1,0.005,0.02,0.001,0.007,0.001,0.007,None,0.005
687,MR_H2 gable roof,MUR_LWAL_DNO_H2,27.66117,87.06382,0.0965,0.0716,0.935,0.06,0.101,0.004,0.014,0.001,0.003,0.0,0.002,None,0.005
688,MR_H2 gable roof,MUR_LWAL_DNO_H2,30.06117,81.88882,0.1047,0.0964,0.926,0.065,0.106,0.006,0.025,0.002,0.01,0.001,0.014,None,0.007
689,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.31117,83.91382,0.1024,0.0846,0.929,0.063,0.109,0.006,0.022,0.001,0.007,0.001,0.007,None,0.006
690,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.01117,83.23882,0.0973,0.0669,0.934,0.061,0.099,0.004,0.01,0.001,0.002,0.0,0.001,None,0.004
691,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.78617,83.98882,0.0944,0.0682,0.86,0.135,0.193,0.005,0.017,0.0,0.003,0.0,0.001,None,0.008
692,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,30.13617,82.11382,0.101,0.0735,0.84,0.153,0.202,0.006,0.02,0.001,0.003,0.0,0.001,None,0.009
693,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.93617,83.68882,0.103,0.0788,0.837,0.154,0.207,0.007,0.025,0.001,0.005,0.0,0.002,None,0.01
694,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.86117,83.91382,0.0968,0.0759,0.853,0.14,0.191,0.006,0.025,0.001,0.005,0.0,0.002,None,0.009
695,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.71117,83.91382,0.1027,0.0781,0.842,0.15,0.195,0.007,0.027,0.001,0.006,0.0,0.002,None,0.01
696,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.48617,83.91382,0.0915,0.0689,0.871,0.123,0.178,0.005,0.021,0.001,0.005,0.0,0.003,None,0.008
697,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.83617,81.13882,0.1043,0.0834,0.837,0.154,0.198,0.008,0.031,0.001,0.008,0.001,0.005,None,0.01
698,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.23617,83.08882,0.0953,0.0754,0.859,0.134,0.191,0.006,0.024,0.001,0.005,0.0,0.002,None,0.009
699,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.86117,82.93882,0.0982,0.0751,0.849,0.144,0.192,0.006,0.025,0.001,0.006,0.0,0.003,None,0.009
700,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.16117,84.06382,0.1028,0.0815,0.838,0.154,0.201,0.007,0.028,0.001,0.008,0.0,0.005,None,0.01
701,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.93617,83.23882,0.0939,0.0666,0.863,0.132,0.181,0.004,0.018,0.001,0.003,0.0,0.001,None,0.008
702,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,27.43617,84.58882,0.1,0.0865,0.848,0.142,0.193,0.007,0.033,0.001,0.01,0.001,0.006,None,0.01
703,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,27.66117,87.13882,0.1023,0.081,0.839,0.152,0.201,0.007,0.028,0.001,0.006,0.0,0.003,None,0.01
704,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,30.28617,81.81382,0.0979,0.0803,0.855,0.137,0.184,0.007,0.031,0.001,0.008,0.0,0.004,None,0.009
705,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.08617,82.78882,0.0979,0.0781,0.85,0.142,0.198,0.006,0.026,0.001,0.006,0.0,0.003,None,0.009
706,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,27.73617,82.63882,0.0987,0.0768,0.846,0.147,0.199,0.006,0.024,0.001,0.006,0.0,0.003,None,0.009
707,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.16117,82.71382,0.101,0.0807,0.844,0.148,0.197,0.007,0.028,0.001,0.008,0.0,0.005,None,0.01
708,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.48617,84.51382,0.1003,0.0783,0.842,0.15,0.206,0.007,0.024,0.001,0.005,0.0,0.002,None,0.01
709,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.16117,83.01382,0.1026,0.0781,0.837,0.155,0.199,0.007,0.026,0.001,0.006,0.0,0.003,None,0.01
710,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.56117,81.36382,0.1006,0.0804,0.842,0.149,0.204,0.007,0.027,0.001,0.005,0.0,0.002,None,0.01
711,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.23617,83.23882,0.1006,0.0822,0.847,0.144,0.198,0.007,0.028,0.001,0.008,0.0,0.006,None,0.01
712,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.23617,84.13882,0.1038,0.0853,0.837,0.153,0.2,0.008,0.032,0.001,0.008,0.001,0.004,None,0.01
713,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,30.21117,82.03882,0.1013,0.0777,0.843,0.149,0.198,0.006,0.026,0.001,0.006,0.0,0.003,None,0.01
714,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.01117,83.01382,0.1044,0.0817,0.833,0.158,0.206,0.008,0.027,0.001,0.006,0.0,0.003,None,0.01
715,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.31117,82.63882,0.1037,0.0834,0.949,0.049,0.099,0.002,0.008,0.0,0.002,0.0,0.001,None,0.003
716,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.08617,83.98882,0.0974,0.0742,0.957,0.041,0.083,0.001,0.007,0.0,0.002,0.0,0.001,None,0.002
717,RCC_H3 flat roof,CR_LFINF_DUL_H3,27.58617,88.03882,0.1028,0.0739,0.952,0.047,0.09,0.001,0.004,0.0,0.001,0.0,0.0,None,0.003
718,RCC_H3 flat roof,CR_LFINF_DUL_H3,30.28617,81.96382,0.1023,0.0771,0.95,0.049,0.092,0.001,0.005,0.0,0.001,0.0,0.0,None,0.003
719,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.23617,82.78882,0.1022,0.0711,0.952,0.047,0.082,0.001,0.003,0.0,0.0,0.0,0.0,None,0.003
720,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.01117,83.31382,0.0981,0.0719,0.957,0.042,0.083,0.001,0.005,0.0,0.001,0.0,0.0,None,0.002
721,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.41117,84.96382,0.1039,0.0737,0.95,0.048,0.089,0.001,0.004,0.0,0.001,0.0,0.0,None,0.003
722,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.31117,82.78882,0.0992,0.0749,0.954,0.045,0.091,0.001,0.005,0.0,0.001,0.0,0.0,None,0.003
723,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.01117,83.46382,0.0961,0.0797,0.957,0.041,0.089,0.001,0.009,0.0,0.002,0.0,0.001,None,0.003
724,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.98617,81.51382,0.1007,0.0776,0.955,0.043,0.088,0.001,0.009,0.0,0.002,0.0,0.001,None,0.003
725,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.53617,83.16382,0.0925,0.0677,0.961,0.038,0.078,0.001,0.003,0.0,0.0,0.0,0.0,None,0.002
726,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.93617,83.61382,0.0996,0.077,0.953,0.046,0.092,0.001,0.005,0.0,0.001,0.0,0.0,None,0.003
727,RCC_H3 flat roof,CR_LFINF_DUL_H3,27.73617,87.13882,0.1024,0.0835,0.949,0.049,0.1,0.002,0.008,0.0,0.002,0.0,0.001,None,0.003
728,RCC_H3 flat roof,CR_LFINF_DUL_H3,30.06117,81.43882,0.098,0.0706,0.957,0.042,0.085,0.001,0.004,0.0,0.001,0.0,0.0,None,0.002
729,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.41117,83.91382,0.0999,0.0785,0.952,0.046,0.094,0.001,0.006,0.0,0.001,0.0,0.001,None,0.003
730,RCC_H3 flat roof,CR_LFINF_DUL_H3,30.28617,81.51382,0.1003,0.0737,0.955,0.044,0.089,0.001,0.005,0.0,0.001,0.0,0.0,None,0.003
731,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.98617,82.18882,0.0983,0.0809,0.952,0.046,0.094,0.001,0.007,0.0,0.001,0.0,0.001,None,0.003
732,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.16117,82.56382,0.0984,0.0724,0.955,0.043,0.085,0.001,0.004,0.0,0.001,0.0,0.0,None,0.002
733,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.63617,83.68882,0.0991,0.0768,0.955,0.043,0.086,0.001,0.007,0.0,0.002,0.0,0.001,None,0.003
734,RCC_H3 flat roof,CR_LFINF_DUL_H3,27.81117,87.58882,0.1007,0.0758,0.955,0.043,0.087,0.001,0.007,0.0,0.002,0.0,0.001,None,0.003
735,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.31117,83.08882,0.0995,0.0821,0.954,0.044,0.096,0.002,0.008,0.0,0.002,0.0,0.001,None,0.003
736,RCC_H3 flat roof,CR_LFINF_DUL_H3,27.58617,87.51382,0.1,0.0829,0.95,0.048,0.1,0.001,0.007,0.0,0.001,0.0,0.001,None,0.003
737,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.61117,82.93882,0.1015,0.0793,0.951,0.047,0.095,0.001,0.006,0.0,0.001,0.0,0.001,None,0.003
738,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.48617,84.28882,0.1016,0.0818,0.954,0.044,0.09,0.002,0.01,0.0,0.002,0.0,0.001,None,0.003
739,RCC_H3 flat roof,CR_LFINF_DUL_H3,27.81117,87.13882,0.1023,0.0825,0.95,0.048,0.1,0.002,0.007,0.0,0.001,0.0,0.001,None,0.003
740,RCC_H3 flat roof,CR_LFINF_DUL_H3,30.13617,81.58882,0.1023,0.0831,0.953,0.045,0.093,0.002,0.01,0.0,0.002,0.0,0.001,None,0.003
741,RCC_H3 flat roof,CR_LFINF_DUL_H3,30.13617,81.96382,0.0986,0.0776,0.954,0.044,0.094,0.001,0.006,0.0,0.001,0.0,0.001,None,0.003
742,RCC_H3 flat roof,CR_LFINF_DUL_H3,30.13617,81.66382,0.1053,0.0853,0.947,0.051,0.1,0.002,0.009,0.0,0.002,0.0,0.001,None,0.003
743,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.33617,81.58882,0.1043,0.094,0.949,0.048,0.104,0.002,0.013,0.0,0.004,0.0,0.003,None,0.003
744,RCC_H1 flat roof,CR_LFINF_DUL_H1,27.73617,87.21382,0.1009,0.075,0.981,0.016,0.058,0.002,0.011,0.0,0.004,0.0,0.005,None,0.002
745,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.56117,81.43882,0.0974,0.0879,0.978,0.017,0.065,0.003,0.019,0.001,0.009,0.001,0.016,None,0.003
746,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.23617,82.86382,0.1033,0.079,0.98,0.017,0.058,0.002,0.014,0.001,0.006,0.001,0.008,None,0.002
747,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.01117,83.38882,0.1033,0.0799,0.978,0.018,0.064,0.002,0.014,0.001,0.005,0.001,0.006,None,0.002
748,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.41117,84.58882,0.0993,0.0741,0.981,0.017,0.06,0.001,0.008,0.0,0.002,0.0,0.002,None,0.002
749,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.01117,80.38882,0.1043,0.0878,0.972,0.024,0.077,0.003,0.015,0.001,0.005,0.001,0.005,None,0.003
750,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.11117,81.96382,0.098,0.0685,0.985,0.014,0.046,0.001,0.008,0.0,0.003,0.0,0.003,None,0.001
